7.3069e-01,2.1780e+00,3.8783e+00,5.8501e+00,1.6774e+01
1.1901e+00,1.4855e+00,3.7864e+00,7.7290e+00,1.1047e+01
1.1499e+00,2.4617e+00,3.0583e+00,6.4381e+00,1.4793e+01
9.5923e-01,1.4821e+00,4.6477e+00,7.1410e+00,1.8609e+01
9.0181e-01,2.5685e+00,4.4203e+00,1.0058e+01,1.6085e+01
1.0867e+00,1.9012e+00,4.0712e+00,5.9420e+00,1.3208e+01
1.2808e+00,2.2641e+00,4.5122e+00,8.3170e+00,1.3553e+01
7.8467e-01,1.9529e+00,2.8562e+00,8.1883e+00,1.8264e+01
8.2027e-01,2.4238e+00,4.9968e+00,7.6003e+00,1.1736e+01
1.2429e+00,1.6670e+00,3.2972e+00,9.9661e+00,1.6430e+01
1.1246e+00,2.0057e+00,4.8498e+00,6.5300e+00,1.7369e+01
8.6850e-01,1.7657e+00,3.4373e+00,7.0123e+00,1.3898e+01
9.9483e-01,2.1378e+00,3.2053e+00,8.9050e+00,1.1391e+01
1.0304e+00,1.7898e+00,5.0887e+00,8.7763e+00,1.5189e+01
1.0706e+00,2.3078e+00,3.6394e+00,9.3781e+00,1.8953e+01
7.6400e-01,1.5992e+00,4.2733e+00,9.4700e+00,1.2631e+01
