20
1084.954044   30.000000   29.000000    0.040000
1071.973132   30.000000   29.000000    0.040000
1073.853956   30.000000   29.000000    0.040000
1059.258752   30.000000   29.000000    0.040000
1081.781711   30.000000   29.000000    0.040000
1083.224891   30.000000   29.000000    0.040000
978.013589    30.000000   29.000000    0.040000
1011.606513   30.000000   29.000000    0.040000
1098.197047   30.000000   29.000000    0.040000
1094.624211   30.000000   29.000000    0.040000
1051.794317   30.000000   29.000000    0.040000
1023.244189   30.000000   29.000000    0.040000
1010.003103   30.000000   29.000000    0.040000
1107.401957   30.000000   29.000000    0.040000
1089.379663   30.000000   29.000000    0.040000
1063.351669   30.000000   29.000000    0.040000
1048.571853   30.000000   29.000000    0.040000
1048.172110   30.000000   29.000000    0.040000
1065.444266   30.000000   29.000000    0.040000
1100.558652   30.000000   29.000000    0.040000
