20
1084.954044   17.000000   17.000000    0.040000
1071.973132   17.000000   17.000000    0.040000
1073.853956   17.000000   17.000000    0.040000
1059.258752   17.000000   17.000000    0.040000
1081.781711   17.000000   17.000000    0.040000
1083.224891   17.000000   17.000000    0.040000
978.013589   17.000000   17.000000    0.040000
1011.606513   17.000000   17.000000    0.040000
1098.197047   17.000000   17.000000    0.040000
1094.624211   17.000000   17.000000    0.040000
1051.794317   17.000000   17.000000    0.040000
1023.244189   17.000000   17.000000    0.040000
1010.003103   17.000000   17.000000    0.040000
1107.401957   17.000000   17.000000    0.040000
1089.379663   17.000000   17.000000    0.040000
1063.351669   17.000000   17.000000    0.040000
1048.571853   17.000000   17.000000    0.040000
1048.172110   17.000000   17.000000    0.040000
1065.444266   17.000000   17.000000    0.040000
1100.558652   17.000000   17.000000    0.040000
