100
800.000000 30.000000 29.97 0.040000
800.000000 30.000000 29.94 0.040000
800.000000 30.000000 29.91 0.040000
800.000000 30.000000 29.88 0.040000
800.000000 30.000000 29.85 0.040000
800.000000 30.000000 29.82 0.040000
800.000000 30.000000 29.79 0.040000
800.000000 30.000000 29.76 0.040000
800.000000 30.000000 29.73 0.040000
800.000000 30.000000 29.7 0.040000
800.000000 30.000000 29.67 0.040000
800.000000 30.000000 29.64 0.040000
800.000000 30.000000 29.61 0.040000
800.000000 30.000000 29.58 0.040000
800.000000 30.000000 29.55 0.040000
800.000000 30.000000 29.52 0.040000
800.000000 30.000000 29.49 0.040000
800.000000 30.000000 29.46 0.040000
800.000000 30.000000 29.43 0.040000
800.000000 30.000000 29.4 0.040000
800.000000 30.000000 29.37 0.040000
800.000000 30.000000 29.34 0.040000
800.000000 30.000000 29.31 0.040000
800.000000 30.000000 29.28 0.040000
800.000000 30.000000 29.25 0.040000
800.000000 30.000000 29.22 0.040000
800.000000 30.000000 29.19 0.040000
800.000000 30.000000 29.16 0.040000
800.000000 30.000000 29.13 0.040000
800.000000 30.000000 29.1 0.040000
800.000000 30.000000 29.07 0.040000
800.000000 30.000000 29.04 0.040000
800.000000 30.000000 29.01 0.040000
800.000000 30.000000 28.98 0.040000
800.000000 30.000000 28.95 0.040000
800.000000 30.000000 28.92 0.040000
800.000000 30.000000 28.89 0.040000 
800.000000 30.000000 28.86 0.040000 
800.000000 30.000000 28.83 0.040000
800.000000 30.000000 28.8 0.040000
800.000000 30.000000 28.77 0.040000
800.000000 30.000000 28.74 0.040000
800.000000 30.000000 28.71 0.040000
800.000000 30.000000 28.68 0.040000
800.000000 30.000000 28.65 0.040000
800.000000 30.000000 28.62 0.040000
800.000000 30.000000 28.59 0.040000
800.000000 30.000000 28.56 0.040000
800.000000 30.000000 28.53 0.040000
800.000000 30.000000 28.5 0.040000
800.000000 30.000000 28.47 0.040000
800.000000 30.000000 28.44 0.040000
800.000000 30.000000 28.41 0.040000
800.000000 30.000000 28.38 0.040000
800.000000 30.000000 28.35 0.040000
800.000000 30.000000 28.32 0.040000
800.000000 30.000000 28.29 0.040000
800.000000 30.000000 28.26 0.040000
800.000000 30.000000 28.23 0.040000
800.000000 30.000000 28.2 0.040000
800.000000 30.000000 28.17 0.040000
800.000000 30.000000 28.14 0.040000
800.000000 30.000000 28.11 0.040000
800.000000 30.000000 28.08 0.040000
800.000000 30.000000 28.05 0.040000
800.000000 30.000000 28.02 0.040000
800.000000 30.000000 28.00 0.040000
800.000000 30.000000 27.96 0.040000
800.000000 30.000000 27.93 0.040000
800.000000 30.000000 27.9 0.040000
800.000000 30.000000 27.87 0.040000
800.000000 30.000000 27.84 0.040000
800.000000 30.000000 27.81 0.040000
800.000000 30.000000 27.78 0.040000
800.000000 30.000000 27.75 0.040000
800.000000 30.000000 27.72 0.040000
800.000000 30.000000 27.69 0.040000
800.000000 30.000000 27.66 0.040000
800.000000 30.000000 27.63 0.040000
800.000000 30.000000 27.6 0.040000
800.000000 30.000000 27.57 0.040000
800.000000 30.000000 27.54 0.040000
800.000000 30.000000 27.51 0.040000
800.000000 30.000000 27.48 0.040000
800.000000 30.000000 27.45 0.040000
800.000000 30.000000 27.42 0.040000
800.000000 30.000000 27.39 0.040000
800.000000 30.000000 27.36 0.040000
800.000000 30.000000 27.33 0.040000
800.000000 30.000000 27.3 0.040000
800.000000 30.000000 27.27 0.040000
800.000000 30.000000 27.24 0.040000
800.000000 30.000000 27.21 0.040000
800.000000 30.000000 27.18 0.040000
800.000000 30.000000 27.15 0.040000
800.000000 30.000000 27.12 0.040000
800.000000 30.000000 27.09 0.040000
800.000000 30.000000 27.06 0.040000
800.000000 30.000000 27.03 0.040000
800.000000 30.000000 27.0 0.040000
