2.274e-02,2.408e-02,2.735e-02,1.570e-02
2.005e-02,2.367e-02,2.411e-02,1.734e-02
2.048e-02,2.547e-02,2.702e-02,1.831e-02
2.386e-02,2.387e-02,2.285e-02,1.806e-02
2.316e-02,2.626e-02,2.474e-02,1.762e-02
2.029e-02,2.319e-02,2.539e-02,1.588e-02
2.182e-02,2.487e-02,2.375e-02,1.770e-02
2.338e-02,2.196e-02,2.669e-02,1.701e-02
2.202e-02,2.530e-02,2.311e-02,1.690e-02
2.152e-02,2.247e-02,2.607e-02,1.799e-02
2.146e-02,2.602e-02,2.440e-02,1.542e-02
2.240e-02,2.272e-02,2.513e-02,1.865e-02
2.403e-02,2.506e-02,2.571e-02,1.635e-02
2.067e-02,2.179e-02,2.339e-02,1.647e-02
2.107e-02,2.434e-02,2.642e-02,1.662e-02
2.303e-02,2.292e-02,2.384e-02,1.600e-02
